"id","participantId","dmpName","evaluations","overallAuthorshipGuess","overallSatisfaction"
"cmfwyzgxa00277101a3fg58ll","1045","Z_5","[{""elementTitle"": ""Element 1: Data Type"", ""selectedErrors"": [""Clarity--Uses vague language, such as saying data will be shared but not providing details"", ""Fluency--Contains spelling, punctuation, or grammar issues"", ""Best Practice--Contains plan choices that aren’t recommended""], ""satisfactionScore"": ""Neither dissatisfied or satisfied"", ""additionalComments"": """"}, {""elementTitle"": ""Element 2: Related Tools, Software and/or Code:"", ""selectedErrors"": [""Clarity--Uses vague language, such as saying data will be shared but not providing details"", ""Accuracy--Contains incorrect or misleading information, such as mentioning a repository that does not exist"", ""Fluency--Contains spelling, punctuation, or grammar issues"", ""Best Practice--Contains plan choices that aren’t recommended""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": """"}, {""elementTitle"": ""Element 3: Standards:"", ""selectedErrors"": [""Fluency--Contains spelling, punctuation, or grammar issues"", ""Coherence--Information not presented in a logical, organized, and well-connected way""], ""satisfactionScore"": ""Neither dissatisfied or satisfied"", ""additionalComments"": """"}, {""elementTitle"": ""Element 4: Data Preservation, Access, and Associated Timelines"", ""selectedErrors"": [""Completeness--Missing something that is required for the Element"", ""Clarity--Uses vague language, such as saying data will be shared but not providing details"", ""Fluency--Contains spelling, punctuation, or grammar issues""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": """"}, {""elementTitle"": ""Element 5: Access, Distribution, or Reuse Considerations"", ""selectedErrors"": [""Clarity--Uses vague language, such as saying data will be shared but not providing details"", ""Accuracy--Contains incorrect or misleading information, such as mentioning a repository that does not exist"", ""Best Practice--Contains plan choices that aren’t recommended"", ""Fluency--Contains spelling, punctuation, or grammar issues""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": """"}, {""elementTitle"": ""Element 6: Oversight of Data Management and Sharing:"", ""selectedErrors"": [""Completeness--Missing something that is required for the Element"", ""Clarity--Uses vague language, such as saying data will be shared but not providing details"", ""Coherence--Information not presented in a logical, organized, and well-connected way""], ""satisfactionScore"": ""Neither dissatisfied or satisfied"", ""additionalComments"": """"}]","Human",3
"cmffxb7u6001f7101uqvycayu","1052","X_10","[{""elementTitle"": ""Element 1: Data Type"", ""selectedErrors"": [""Compliance--Plan would not be in compliance with Funder Policy"", ""Clarity--Uses vague language, such as saying data will be shared but not providing details"", ""Accuracy--Contains incorrect or misleading information, such as mentioning a repository that does not exist""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": ""Overall the lack of specificity is evident in the responses. The more I number 2, and 3, the more they sound like the Element instructions were crawled by the A.I. and rehashed to provide a generalist answer. However, the first one had a bit more inform of the type of data to be generated but could be helped if altered by someone with more specificity. ""}, {""elementTitle"": ""Element 2: Related Tools, Software and/or Code:"", ""selectedErrors"": [""Clarity--Uses vague language, such as saying data will be shared but not providing details""], ""satisfactionScore"": ""Neither dissatisfied or satisfied"", ""additionalComments"": ""There can be more specification for the first bullet point. It's best to state the software, and how it will be used. More information in the process of how the tools will be used is needed, and if such any said software has a particular feature that can assist with data analysis. \n""}, {""elementTitle"": ""Element 3: Standards:"", ""selectedErrors"": [""Clarity--Uses vague language, such as saying data will be shared but not providing details""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": ""Though I appreciate the addition of the FAIR principles, the first two points lack specification. Data dictionary: Are theses ones adopted, created for this project, how do they related for this project?\nStandardize coding schemes for qualitative data analysis: Again, or these adopted from a different study or created for this project. Can an example be given?\nHow will the standards enable interoperability of the datasets and resources? It seems that the responses were created from the instructions stated. ""}, {""elementTitle"": ""Element 4: Data Preservation, Access, and Associated Timelines"", ""selectedErrors"": [""Clarity--Uses vague language, such as saying data will be shared but not providing details""], ""satisfactionScore"": ""Neither dissatisfied or satisfied"", ""additionalComments"": """"}, {""elementTitle"": ""Element 5: Access, Distribution, or Reuse Considerations"", ""selectedErrors"": [""None--No errors seen""], ""satisfactionScore"": ""Satisfied"", ""additionalComments"": """"}, {""elementTitle"": ""Element 6: Oversight of Data Management and Sharing:"", ""selectedErrors"": [""Clarity--Uses vague language, such as saying data will be shared but not providing details""], ""satisfactionScore"": ""Neither dissatisfied or satisfied"", ""additionalComments"": ""More information on the review process is needed. ""}]","LLM",2
"cmffxivvk001g7101xa9y0rkq","1052","Y_4","[{""elementTitle"": ""Element 1: Data Type"", ""selectedErrors"": [""None--No errors seen""], ""satisfactionScore"": ""Satisfied"", ""additionalComments"": """"}, {""elementTitle"": ""Element 2: Related Tools, Software and/or Code:"", ""selectedErrors"": [""None--No errors seen""], ""satisfactionScore"": ""Satisfied"", ""additionalComments"": """"}, {""elementTitle"": ""Element 3: Standards:"", ""selectedErrors"": [""None--No errors seen""], ""satisfactionScore"": ""Satisfied"", ""additionalComments"": """"}, {""elementTitle"": ""Element 4: Data Preservation, Access, and Associated Timelines"", ""selectedErrors"": [""None--No errors seen""], ""satisfactionScore"": ""Satisfied"", ""additionalComments"": """"}, {""elementTitle"": ""Element 5: Access, Distribution, or Reuse Considerations"", ""selectedErrors"": [""None--No errors seen""], ""satisfactionScore"": ""Satisfied"", ""additionalComments"": """"}, {""elementTitle"": ""Element 6: Oversight of Data Management and Sharing:"", ""selectedErrors"": [""Other--Please mention in comments""], ""satisfactionScore"": ""Satisfied"", ""additionalComments"": ""Maybe a tad bit more clear on some questions, but overall it seemed solid. ""}]","Human",4
"cmffxwb3a001h7101kfepcb1d","1052","Z_7","[{""elementTitle"": ""Element 1: Data Type"", ""selectedErrors"": [""Clarity--Uses vague language, such as saying data will be shared but not providing details"", ""Coherence--Information not presented in a logical, organized, and well-connected way"", ""Fluency--Contains spelling, punctuation, or grammar issues""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": ""Responses are not organized well. There is no space or indention for paragraphs. ""}, {""elementTitle"": ""Element 2: Related Tools, Software and/or Code:"", ""selectedErrors"": [""Completeness--Missing something that is required for the Element"", ""Clarity--Uses vague language, such as saying data will be shared but not providing details"", ""Coherence--Information not presented in a logical, organized, and well-connected way"", ""Accuracy--Contains incorrect or misleading information, such as mentioning a repository that does not exist""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": ""Again, there is a lack of clarity, and information in responses.""}, {""elementTitle"": ""Element 3: Standards:"", ""selectedErrors"": [""Clarity--Uses vague language, such as saying data will be shared but not providing details"", ""Best Practice--Contains plan choices that aren’t recommended""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": ""Always ensure that the standard, and/or data repository you use for your research project is recognized as a premier one in your field, and is acceptable by your institutional funder requirements. ""}, {""elementTitle"": ""Element 4: Data Preservation, Access, and Associated Timelines"", ""selectedErrors"": [""Clarity--Uses vague language, such as saying data will be shared but not providing details"", ""Completeness--Missing something that is required for the Element"", ""Compliance--Plan would not be in compliance with Funder Policy"", ""Best Practice--Contains plan choices that aren’t recommended""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": """"}, {""elementTitle"": ""Element 5: Access, Distribution, or Reuse Considerations"", ""selectedErrors"": [""Clarity--Uses vague language, such as saying data will be shared but not providing details""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": ""How will they be openly accessible?\n""}, {""elementTitle"": ""Element 6: Oversight of Data Management and Sharing:"", ""selectedErrors"": [""Best Practice--Contains plan choices that aren’t recommended""], ""satisfactionScore"": ""Neither dissatisfied or satisfied"", ""additionalComments"": ""I believe that more initiative of the PI is needed, especially in identifying what data should be sharable, as this sounds like it is normally done before the beginning of the project. ""}]","LLM",2
"cmfkfag6t001k71016hmoe9h3","1005","X_8","[{""elementTitle"": ""Element 1: Data Type"", ""selectedErrors"": [""Completeness--Missing something that is required for the Element"", ""Clarity--Uses vague language, such as saying data will be shared but not providing details"", ""Other--Please mention in comments""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": ""Element 1A refers to “a significant amount of data,” which is vague and should be quantified in terms of GB or TB. For example, you could add a sentence such as: “The total amount of data is expected to be between 500 GB and 1 TB at the end.” Also, it doesn't mention which region of the body the PET imaging is done on.\nElement 1B does not mention “substance stability data,” which was included in Element 1A.\nElement 1C should add “stability studies” in the second bullet point, before toxicology studies—for example: “Study designs and methodologies for in vitro, cell-based assays, stability studies, toxicology studies…”""}, {""elementTitle"": ""Element 2: Related Tools, Software and/or Code:"", ""selectedErrors"": [""Clarity--Uses vague language, such as saying data will be shared but not providing details"", ""Other--Please mention in comments""], ""satisfactionScore"": ""Very Dissatisfied"", ""additionalComments"": ""Specific tools and software are not listed, and only vague, generic terms are used. If files are converted into open formats (which is the more preferred route for interoperability), they should be accessible with publicly available software rather than requiring specialized tools. R and Python are free, open-source software and should not be considered specialized unless custom code has been developed. If the project team created all of the code and it is not publicly available, they should state this and deposit it in an open-source repository such as GitHub. GitHub integrates with Zenodo to archive a repository and issue a DOI so it can be cited in associated publications.""}, {""elementTitle"": ""Element 3: Standards:"", ""selectedErrors"": [""Accuracy--Contains incorrect or misleading information, such as mentioning a repository that does not exist"", ""Other--Please mention in comments""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": ""For PET imaging data, specific metadata standards depend on the region of the body, while there are general standards such as DICOM. Mentioning the NIMH Data Archive seems out of place unless they deposit data into the NDA. If they included specific names of assays, they could use specific metadata standards for those types of assays here. ""}, {""elementTitle"": ""Element 4: Data Preservation, Access, and Associated Timelines:"", ""selectedErrors"": [""Completeness--Missing something that is required for the Element"", ""Compliance--Plan would not be in compliance with Funder Policy"", ""Clarity--Uses vague language, such as saying data will be shared but not providing details""], ""satisfactionScore"": ""Very Dissatisfied"", ""additionalComments"": ""They should mention the specific name of a repository for each data type or a generalist repository if they plan to deposit all data types into a generalist repository (e.g. GREI or institutional data repository). \n\n""}, {""elementTitle"": ""Element 5: Access, Distribution, or Reuse Considerations:"", ""selectedErrors"": [""Coherence--Information not presented in a logical, organized, and well-connected way"", ""Other--Please mention in comments"", ""Compliance--Plan would not be in compliance with Funder Policy""], ""satisfactionScore"": ""Very Dissatisfied"", ""additionalComments"": ""Element 5.1: Human subjects are not mentioned as a data source in Element 1A, where only mice are listed. Therefore, the sentence “However, all shared data will be anonymized and de-identified where applicable to protect privacy and confidentiality” is not relevant in this context.\nElement 5.2: If proprietary data will be shared through controlled access using a Data Use Agreement (DUA), the specific repository providing controlled access should be identified.\nElement 5.3: Unless there are concrete plans to include human data in this project, the sentence “However, any future extension involving human data will strictly adhere to HIPAA guidelines, IRB approvals, and informed consent protocols to protect participant privacy and rights” should be omitted. If human data are incorporated in the future during the funding period, revising the DMSP and obtaining re-approval would be more appropriate than including this statement now.""}, {""elementTitle"": ""Element 6: Oversight of Data Management and Sharing:"", ""selectedErrors"": [""Completeness--Missing something that is required for the Element""], ""satisfactionScore"": ""Very Dissatisfied"", ""additionalComments"": ""The plan should describe how compliance will be reported in the RPPR and outline a contingency plan for any changes. Example language could be:\n\n“Compliance will be evaluated annually during the award period, and progress on the plan’s DMS activities will be included in the annual Research Performance Progress Report (RPPR). If deviations from the approved DMS plan occur, we will submit a revised plan for re-approval. At the conclusion of the project, the final progress report will summarize how the DMS objectives were met and provide links to the shared dataset(s).”""}]","LLM",2
"cmfkgmkr1001l710128egbr4f","1005","Y_6","[{""elementTitle"": ""Element 1: Data Type"", ""selectedErrors"": [""Other--Please mention in comments""], ""satisfactionScore"": ""Satisfied"", ""additionalComments"": ""I would recommend defining older adults (e.g., over 65 or between 65 and 90)""}, {""elementTitle"": ""Element 2: Related Tools, Software and/or Code:"", ""selectedErrors"": [""Clarity--Uses vague language, such as saying data will be shared but not providing details"", ""Other--Please mention in comments""], ""satisfactionScore"": ""Satisfied"", ""additionalComments"": ""For custom code, they should specify the repository where it will be made available, such as GitHub. They should also note that the code deposited in GitHub will be archived via Zenodo to issue a DOI, ensuring it is discoverable and can be cited in associated publications.""}, {""elementTitle"": ""Element 3: Standards:"", ""selectedErrors"": [""None--No errors seen""], ""satisfactionScore"": ""Very Dissatisfied"", ""additionalComments"": """"}, {""elementTitle"": ""Element 4: Data Preservation, Access, and Associated Timelines"", ""selectedErrors"": [""Other--Please mention in comments"", ""Clarity--Uses vague language, such as saying data will be shared but not providing details""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": ""Element 4.1: The current language is ambiguous. NACDA is a program within ICPSR, so archiving with NACDA already places the data within ICPSR. As written, it is unclear whether the investigator intends to (1) deposit the same dataset in both NACDA and ICPSR, which would result in duplicate DOIs, or (2) deposit aging-related data in NACDA and other types of data in ICPSR. To avoid confusion, the plan should clarify this point. \nSuggested revision:\n“De-identified data and associated documentation will be archived with the National Archive of Computerized Data on Aging (NACDA), a domain-specific repository within ICPSR. If additional data outside the scope of NACDA are generated, they may be deposited with ICPSR.”\n\nElement 4.2: The current response states that “all datasets and documentation will be assigned persistent Digital Object Identifiers (DOIs) by the repository.” This is not entirely accurate for ICPSR/NACDA. While ICPSR assigns a persistent study number to every dataset, not all collections automatically receive a DOI. Some datasets do receive DOIs through ICPSR’s partnership with DataCite, but this is not universal. To avoid overstating, the language should reflect that datasets will always have a persistent ICPSR study number, and in many cases may also be assigned a DOI.\nSuggested Correction:\n“All datasets and documentation will be assigned a persistent ICPSR study number, and many collections are also assigned a DOI through ICPSR’s partnership with DataCite. Metadata records will be indexed in ICPSR/NACDA catalogs and major data discovery portals to facilitate findability.”""}, {""elementTitle"": ""Element 5: Access, Distribution, or Reuse Considerations"", ""selectedErrors"": [""None--No errors seen""], ""satisfactionScore"": ""Satisfied"", ""additionalComments"": """"}, {""elementTitle"": ""Element 6: Oversight of Data Management and Sharing:"", ""selectedErrors"": [""Other--Please mention in comments""], ""satisfactionScore"": ""Satisfied"", ""additionalComments"": ""This section is strong, but it would be improved by including a contingency plan for potential changes and a description of how DMS activities will be reported in the final progress report. For example, they could add:\n\n“If deviations from the approved DMS plan occur, we will submit a revised plan for re-approval. At the conclusion of the project, the final progress report will summarize how the DMS objectives were met and provide links to the shared dataset(s).”""}]","Human",4
"cmfkjq7yx001m7101cbmmjt2z","1005","Z_5","[{""elementTitle"": ""Element 1: Data Type"", ""selectedErrors"": [""Other--Please mention in comments""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": ""Element 1.1: The section provides a detailed description of the types of data to be generated, but the current narrative format makes it difficult to reference in later elements of the plan. Reorganizing this content into a structured table would improve clarity and also facilitate future reporting in the RPPR, since compliance must be documented by data type.\nThe table should include Data type, Short description including the source, Estimated amount of data (GB/TB), File format, and Planned repository.\nIncluding approximate storage requirements (in GB or TB) is particularly important, as NIH expects a specific estimate of data volume in Element 1A.""}, {""elementTitle"": ""Element 2: Related Tools, Software and/or Code:"", ""selectedErrors"": [""Completeness--Missing something that is required for the Element"", ""Other--Please mention in comments"", ""Compliance--Plan would not be in compliance with Funder Policy""], ""satisfactionScore"": ""Very Dissatisfied"", ""additionalComments"": ""This section should focus on the tools, software, and/or code that future users will need to access or manipulate the shared data, rather than the equipment and software originally used to generate the data. It would be clearer if rephrased from that perspective. NIH also recommends converting files into open formats whenever possible to facilitate interoperability, and making any custom code developed during the project publicly available through a repository such as GitHub (with long-term archiving in Zenodo for DOI assignment).""}, {""elementTitle"": ""Element 3: Standards:"", ""selectedErrors"": [""Accuracy--Contains incorrect or misleading information, such as mentioning a repository that does not exist""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": ""The statement that “file formats for each data type are described in Element 1A” is not accurate. File formats were provided in narrative form but not clearly structured in Element 1A. Using a structured table in Element 1A (with columns for data type, description/source, file format, estimated size, and repository) would make it easy to reference file formats here and in other sections.""}, {""elementTitle"": ""Element 4: Data Preservation, Access, and Associated Timelines"", ""selectedErrors"": [""Other--Please mention in comments"", ""Fluency--Contains spelling, punctuation, or grammar issues""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": ""Element 4.1 (Repository): The choice of DASH (for clinical and laboratory data) and MIDRC (for imaging data) is appropriate. However, the description would be clearer if it referenced the specific data types that will be deposited in each repository. If Element 1A had been organized into a structured table (e.g., with columns for data type, description/source, file format, amount, and repository), this section could simply state “as described in Table 1 of Element 1.1” for consistency and easier cross-referencing.\n\nElement 4.2 (Persistent Identifiers): It is accurate that DASH assigns a DOI for each dataset. The statement about MIDRC creating a persistent identifier should be clarified. MIDRC assigns accession IDs but does not automatically issue DOIs. Suggested wording: “DASH will assign a DOI to the dataset, and MIDRC will assign a persistent accession ID. If DOIs become available through MIDRC, we will request one.”\n\nElement 4.3 (Timelines): The staged release of baseline and final data aligns with NIH and FDAAA requirements. However, the statement that data will be preserved “in perpetuity” is too strong. A more accurate phrasing would be: “Data will be preserved and made available in accordance with the retention policies of the selected repositories (DASH and MIDRC).” Also, there is \""\\\"" inserted between \""will\"" and \""approximately\"" that should be removed.""}, {""elementTitle"": ""Element 5: Access, Distribution, or Reuse Considerations"", ""selectedErrors"": [""Other--Please mention in comments"", ""Fluency--Contains spelling, punctuation, or grammar issues""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": ""Element 5.3 is overly detailed and includes information that goes beyond what is needed to answer the prompt. The section could be streamlined to emphasize how participant privacy, rights, and confidentiality will be protected, rather than describing institutional IT standards or storage locations. Also, note that the period should be placed outside the parenthesis in “Our institution is ISO compliant (registration number 2374573).” and there should be a space before the next sentence.\n\nSuggested language:\n“Informed consent will include provisions for broad data sharing under controlled access through DASH (clinical and laboratory data) and MIDRC (imaging). All shared data will be de-identified according to HIPAA Safe Harbor standards, ensuring removal of all 18 direct identifiers. Controlled-access via a Data Use Agreement will provide an additional safeguard by validating users and their intended use of the data, and by ensuring agreement not to attempt re-identification. These measures will protect participants’ privacy, rights, and confidentiality while allowing for responsible secondary use of the data.”""}, {""elementTitle"": ""Element 6: Oversight of Data Management and Sharing:"", ""selectedErrors"": [""Other--Please mention in comments""], ""satisfactionScore"": ""Satisfied"", ""additionalComments"": ""This section is good enough, but it would be improved by including a contingency plan for potential changes and a description of how DMS activities will be reported in the final progress report. For example, they could add:\n\n“If deviations from the approved DMS plan occur, we will submit a revised plan for re-approval. At the conclusion of the project, the final progress report will summarize how the DMS objectives were met and provide links to the shared dataset(s).”""}]","LLM",2
"cmflcq7vo001o71014pz5k57g","1011","X_2","[{""elementTitle"": ""Element 1: Data Type"", ""selectedErrors"": [""None--No errors seen""], ""satisfactionScore"": ""Very Satisfied"", ""additionalComments"": """"}, {""elementTitle"": ""Element 2: Related Tools, Software and/or Code:"", ""selectedErrors"": [""Clarity--Uses vague language, such as saying data will be shared but not providing details""], ""satisfactionScore"": ""Satisfied"", ""additionalComments"": ""The range of software tools that might be used is too broad to be much use. In addition, they offer the possibility of code-driven analyses (R, Python with Numpy.pandas) but no mention of what they will do with scripts is made in this or other sections.""}, {""elementTitle"": ""Element 3: Standards:"", ""selectedErrors"": [""None--No errors seen""], ""satisfactionScore"": ""Very Satisfied"", ""additionalComments"": ""I'm surprised and impressed at the details here (specifically CDISC ODM and SNOME/LOINC).""}, {""elementTitle"": ""Element 4: Data Preservation, Access, and Associated Timelines"", ""selectedErrors"": [""Accuracy--Contains incorrect or misleading information, such as mentioning a repository that does not exist"", ""Compliance--Plan would not be in compliance with Funder Policy"", ""Completeness--Missing something that is required for the Element""], ""satisfactionScore"": ""Very Dissatisfied"", ""additionalComments"": ""It's like this was written for a different study than the rest. Borrowed from a colleague without adapting it, I assume. Several big nopes in this section: (1) there is no such thing as the \""NLM database\"" or the \""NIH Data Repository.\"" If they mean dbGaP only, they have to say dbGaP only. They threw in fake repositories, that's a huge red flag. (2) dbGaP is for genomic data but there was no mention of genomic data in the data types. Either element 1 was wrong or element 4 is wrong. Just flat out wrong. (3) dbGaP and many other NLM-based repositories use persistent accession numbers for their PIDs instead of DOIs. One of the things we've seen from program officer reactions is they want to see exact persistent identifiers. That \""e.g. DOI\"" seems trivial but would be a problem at closeout since the wouldn't have a DOI to comply with.""}, {""elementTitle"": ""Element 5: Access, Distribution, or Reuse Considerations"", ""selectedErrors"": [""Completeness--Missing something that is required for the Element"", ""Coherence--Information not presented in a logical, organized, and well-connected way""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": ""The reason for restricting access is hand-waived as \""privacy\"" but we've received very specific feedback from the NIH that we need to address what kind of patient privacy issues and IP issues are anticipated, and which parts of the data they are related to. For example, if they want to use HIPAA as a reason for privacy, they should specify that relates to the medical records part only. And why are they aggregating and also restricting and also deidentifying? It's just a lot of privacy-related concepts but not directly tied to the data types in question.\nAlso, as mentioned in my response to element 4, dbGaP cannot be used if there's no genomic data, and no genomics were mentioned. Therefore their restricted access repository strategy isn't possible.""}, {""elementTitle"": ""Element 6: Oversight of Data Management:"", ""selectedErrors"": [""Best Practice--Contains plan choices that aren’t recommended"", ""Accuracy--Contains incorrect or misleading information, such as mentioning a repository that does not exist""], ""satisfactionScore"": ""Very Dissatisfied"", ""additionalComments"": ""It's wildly unlikely that their IRB agreed to provide oversight to ensure the sharing of data. IRBs oversee privacy, not sharing.""}]","Human",2
"cmfleu7rv001p7101vrjpen53","1011","Y_10","[{""elementTitle"": ""Element 1: Data Type"", ""selectedErrors"": [""Completeness--Missing something that is required for the Element""], ""satisfactionScore"": ""Satisfied"", ""additionalComments"": ""Doesn't talk about file type in the sense of formats, e.g. docx, json, xlsx in this section, but it does in the next. It's just the wrong Element for the template""}, {""elementTitle"": ""Element 2: Related Tools, Software and/or Code:"", ""selectedErrors"": [""None--No errors seen""], ""satisfactionScore"": ""Very Satisfied"", ""additionalComments"": ""While I'm a little skeptical that this describes what the PIs would really be doing, if it's accurate then the Element is fine""}, {""elementTitle"": ""Element 3: Standards:"", ""selectedErrors"": [""Best Practice--Contains plan choices that aren’t recommended""], ""satisfactionScore"": ""Satisfied"", ""additionalComments"": ""REFI-QDA would be the appropriate format and standard for the coded qualitative data, but is not mentioned. The commitment to FAIR here is not supported meaningfully by the text""}, {""elementTitle"": ""Element 4: Data Preservation, Access, and Associated Timelines"", ""selectedErrors"": [""Accuracy--Contains incorrect or misleading information, such as mentioning a repository that does not exist"", ""Completeness--Missing something that is required for the Element"", ""Compliance--Plan would not be in compliance with Funder Policy""], ""satisfactionScore"": ""Very Dissatisfied"", ""additionalComments"": ""Entirely inappropriate choices of repositories: NDA is for mental health only and does not accept NCI-based studies. CDAS is not an open-deposit part of the NCI data ecosystem (that is, it only accepts data from a few specific research programs). What is particularly bizarre about these choices is that NCI has several perfectly good repositories that allow any NCI-funded PI to deposit, and which are more visible than CDAS. How did they manage to get past the CRDC and GC to find a repository that only supports 3-4 specific, closed study programs? Weird. \nFinally, not all of the repositories  mentioned use DOIs and the program officers have been very specific that they want explicit persistent identifiers to be named, not a vague e.g. statement. This might seem like a minor issue, but we know they've been requiring changes on this topic.""}, {""elementTitle"": ""Element 5: Access, Distribution, or Reuse Considerations"", ""selectedErrors"": [""Completeness--Missing something that is required for the Element"", ""Best Practice--Contains plan choices that aren’t recommended""], ""satisfactionScore"": ""Neither dissatisfied or satisfied"", ""additionalComments"": ""No discussion of controlled access has been addressed. However, the problem is that they named repositories that will not accept this data. They might have meant to go with restricted access repositories. So I'm not sure I can really address this one when the repos are impossible.\nI think they're misusing the term \""broad consent.\""\nNo rationale for restricting the data is provided, especially if they have consented for sharing. I think restricting some of the data is a reasonable choice, but they haven't described which parts of the data and why restrict it if broad consent (or even just regular consent that allows for sharing) has been already obtained. ""}, {""elementTitle"": ""Element 6: Oversight of Data Management and Sharing:"", ""selectedErrors"": [""None--No errors seen""], ""satisfactionScore"": ""Very Satisfied"", ""additionalComments"": ""If accurate, this element is fine. ""}]","Human",2
"cmflj9067001q71016i8k8yom","1011","Z_4","[{""elementTitle"": ""Element 1: Data Type"", ""selectedErrors"": [""Accuracy--Contains incorrect or misleading information, such as mentioning a repository that does not exist"", ""Coherence--Information not presented in a logical, organized, and well-connected way""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": ""They describe this as a clinical dataset, but no clinical data is discussed. \nI wouldn't normally expect this to be a dbGaP study. Since the DMSP consistently says the data is coming from dbGaP then I guess it must be right, but it seems like a really odd place to find full-body MRIs. I have to trust that the PI knows where they're going to be getting the data from, and if they get it from dbGaP then the idea of making it a subsection in the study is fine. But it's not what I'd expect. SInce they're doing it that way, they should state how they're leveraging the secondary data (typically with study linkages in dbGaP) \nModel metadata is inadequately discussed, as is variable metadata. \n\nWe know that the program staff have generally looked disfavorably on using publications as the way to share metadata, so the idea of describing the QC process in a publication isn't a good idea.""}, {""elementTitle"": ""Element 2: Related Tools, Software and/or Code:"", ""selectedErrors"": [""Coherence--Information not presented in a logical, organized, and well-connected way""], ""satisfactionScore"": ""Satisfied"", ""additionalComments"": ""Overall fine, although it reads rather strangely. It's not the first slightly-incherent Element 2 I've seen though! How they're accessing the data is not relevant, although the DICOM format should have been in element 1 or possibly 3. The language for the neural network s appropriate here, but the hyperparameter design settings should be reiterated in this section, ideally with a discussion of how that code can be documented and shared. ""}, {""elementTitle"": ""Element 3: Standards:"", ""selectedErrors"": [""Completeness--Missing something that is required for the Element""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": ""Neural network parameterization reporting and quality benchmark standards should be discussed, or explicitly stated to be unavailable or proprietary.""}, {""elementTitle"": ""Element 4: Data Preservation, Access, and Associated Timelines"", ""selectedErrors"": [""Completeness--Missing something that is required for the Element""], ""satisfactionScore"": ""Dissatisfied"", ""additionalComments"": ""NIH staff have been very specific in asking for persistent unique identifiers. dbGaP accession number should be specified as the findable/identifiable (4.2) answer. ""}, {""elementTitle"": ""Element 5: Access, Distribution, or Reuse Considerations"", ""selectedErrors"": [""None--No errors seen""], ""satisfactionScore"": ""Very Satisfied"", ""additionalComments"": ""Good section, could have been shorter since dbGaP handles controlled access. Answers that should be in other sections have been put in this one inappropriately, but otherwise this element is great.""}, {""elementTitle"": ""Element 6: Oversight of Data Management and Sharing:"", ""selectedErrors"": [""Coherence--Information not presented in a logical, organized, and well-connected way"", ""Compliance--Plan would not be in compliance with Funder Policy""], ""satisfactionScore"": ""Very Dissatisfied"", ""additionalComments"": ""This element contradicts itself, saying first the PI will ensure the plan is followed but then that \""the institutional official (title and role)\"" is responsible for compliance. Those are basically the same thing. Also the phrase \""institutional official (title and role) will be responsible\"" is incoherent. The later part about annual RPPRs and final progress reports look fine, but the first half is just bizarre. ""}]","LLM",3
