dmp_title,md_path,Element title,Generated_Gpt_content,status
Human survey data,primary\gpt-DMPs\Human survey data-gpt-4.1.md,1. **Repository where scientific data and metadata will be archived:**,"Scientific data and metadata will be archived in the Inter-university Consortium for Political and Social Research (ICPSR) repository, which is a widely used NIH-recommended repository for social and behavioral science data. Additionally, appropriate data documentation will be made available through the NICHD Data and Specimen Hub (DASH).",ok
Human survey data,primary\gpt-DMPs\Human survey data-gpt-4.1.md,2. **How scientific data will be findable and identifiable:**,"The datasets will be assigned a persistent Digital Object Identifier (DOI) by ICPSR. Metadata records will be indexed and searchable via the ICPSR and NICHD DASH portals, as well as through general internet search engines and data catalogs.",ok
Human survey data,primary\gpt-DMPs\Human survey data-gpt-4.1.md,3. **When and how long the scientific data will be made available:**,"Data will be made available no later than at the time of publication of the main study results or by the end of the performance period, whichever comes first, in accordance with NIH policy. Data will remain available through ICPSR and NICHD DASH for a minimum of 10 years, or as long as these repositories are operational.

**Element 5: Access, Distribution, or Reuse Considerations**",ok
Human survey data,primary\gpt-DMPs\Human survey data-gpt-4.1.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","All participants will be consented for broad data sharing. However, access to some linked contextual and school data may be subject to additional restrictions imposed by the original data providers (e.g., NCES) or by risk of re-identification, particularly when geocoded information is involved. Direct identifiers will be removed, and all datasets will be reviewed for disclosure risk. Any data use limitations will be documented in the data use agreements and metadata.",ok
Human survey data,primary\gpt-DMPs\Human survey data-gpt-4.1.md,2. **Whether access to scientific data will be controlled:**,"Access to the primary de-identified participant-level data will be controlled via ICPSR’s restricted data access protocols. Users will be required to apply for access, agree to data use terms, and provide evidence of institutional review board (IRB) approval or exemption as appropriate.",ok
Human survey data,primary\gpt-DMPs\Human survey data-gpt-4.1.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","Data will be de-identified in accordance with HIPAA and federal guidelines, with all direct identifiers removed and indirect identifiers minimized or masked (e.g., top-coding, suppression of small cell sizes, generalization of geocodes). A Certificate of Confidentiality will be obtained to provide additional legal protections. Only data from participants who have consented to broad data sharing will be included. All data sharing will comply with IRB-approved protocols and applicable laws and regulations.

**Element 6: Oversight of Data Management and Sharing:**  
Compliance with this Data Management and Sharing Plan will be overseen by the project’s Data Steward (Project Data Manager), in collaboration with the Principal Investigator. The Data Steward will monitor data management activities, ensure timely deposit of data and documentation in ICPSR and NICHD DASH, and coordinate with the institution’s Office of Research Compliance. Oversight will be continuous, with formal reviews occurring at quarterly project meetings and at major project milestones (e.g., data collection completion, data deposit).",ok
Clinical Data from Human Research Participants,primary\gpt-DMPs\Clinical Data from Human Research Participants-gpt-4.1.md,1. **Types and amount of scientific data expected to be generated in the project:**,"This study will generate clinical and laboratory data from 500 participants (250 renal dialysis patients and 250 matched healthy controls) collected from multiple clinics. Data types will include:  
   - Demographics (e.g., age, sex, race/ethnicity, medical history)
   - Laboratory results (e.g., serum creatinine, urea, electrolytes, hemoglobin)
   - Clinical observations (e.g., blood pressure, weight, dialysis modality, session duration)
   - Clinical disposition (e.g., hospitalization, survival status, adverse events)
   The estimated amount of data is approximately 1-2 MB per participant, resulting in a total of ~1 GB of tabular data, plus associated documentation and metadata.",ok
Clinical Data from Human Research Participants,primary\gpt-DMPs\Clinical Data from Human Research Participants-gpt-4.1.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All de-identified, individual-level data for demographics, laboratory results, clinical observations, and clinical disposition will be preserved and shared. The rationale is to maximize scientific value and reproducibility, in accordance with NIH and NIDDK data sharing expectations, and because all participants will provide informed consent for broad data sharing.",ok
Clinical Data from Human Research Participants,primary\gpt-DMPs\Clinical Data from Human Research Participants-gpt-4.1.md,"3. **Metadata, other relevant data, and associated documentation:**","The following will be made accessible:  
   - Data dictionary/codebook
   - Study protocol
   - Case report forms (CRFs)
   - Data collection instruments and standard operating procedures (SOPs)
   - Metadata describing data structure, variable definitions, and coding conventions

**Element 2: Related Tools, Software and/or Code:**  
No specialized or proprietary software is required to access or manipulate the shared data. All data will be provided in non-proprietary, widely used formats (e.g., CSV, TXT, PDF for documentation). Any analysis code or scripts developed during the project (e.g., in R or Python) will be shared as supplementary files with appropriate documentation.

**Element 3: Standards:**  
The following data standards will be applied:  
- Clinical data will be structured according to the Clinical Data Interchange Standards Consortium (CDISC) Study Data Tabulation Model (SDTM) where feasible.
- Laboratory results will use Logical Observation Identifiers Names and Codes (LOINC) for test identification.
- Demographic and clinical variables will conform to NIDDK data element standards and National Library of Medicine (NLM) controlled vocabularies (e.g., SNOMED CT for clinical terms).
- Metadata will follow the Data Documentation Initiative (DDI) standard.
These standards will be applied at the time of data curation and prior to data archiving to ensure interoperability and reusability.

**Element 4: Data Preservation, Access, and Associated Timelines**",ok
Clinical Data from Human Research Participants,primary\gpt-DMPs\Clinical Data from Human Research Participants-gpt-4.1.md,1. **Repository where scientific data and metadata will be archived:**,"De-identified data and supporting documentation will be archived in the NIDDK Central Repository (https://repository.niddk.nih.gov/), which supports controlled access for human subjects data.",ok
Clinical Data from Human Research Participants,primary\gpt-DMPs\Clinical Data from Human Research Participants-gpt-4.1.md,2. **How scientific data will be findable and identifiable:**,"Data will be assigned a persistent unique identifier (e.g., DOI or accession number) by the NIDDK Central Repository. Metadata will be indexed in the repository’s catalog and registered with relevant data discovery platforms to enhance findability.",ok
Clinical Data from Human Research Participants,primary\gpt-DMPs\Clinical Data from Human Research Participants-gpt-4.1.md,3. **When and how long the scientific data will be made available:**,"Data will be made available upon publication of the primary results or at the end of the NIH-funded performance period, whichever comes first. Data will remain available through the NIDDK Central Repository for at least 10 years, or as long as the repository remains active and the data are deemed valuable for research.

**Element 5: Access, Distribution, or Reuse Considerations**",ok
Clinical Data from Human Research Participants,primary\gpt-DMPs\Clinical Data from Human Research Participants-gpt-4.1.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","All research participants will provide informed consent for broad data sharing. Data will be de-identified in accordance with HIPAA standards. However, because the data derive from human subjects and include potentially sensitive clinical information, some use limitations may be imposed to prevent re-identification or misuse, as outlined in the data use agreement.",ok
Clinical Data from Human Research Participants,primary\gpt-DMPs\Clinical Data from Human Research Participants-gpt-4.1.md,2. **Whether access to scientific data will be controlled:**,"Yes, access to the scientific data will be controlled through the NIDDK Central Repository. Investigators seeking access must submit a data request and agree to repository data use conditions.",ok
Clinical Data from Human Research Participants,primary\gpt-DMPs\Clinical Data from Human Research Participants-gpt-4.1.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","All data will be de-identified prior to sharing, with direct identifiers removed and indirect identifiers minimized as per NIH and HIPAA guidance. A Certificate of Confidentiality will be obtained. Access will be managed via controlled access procedures, and all users must agree to data use agreements prohibiting attempts to re-identify participants or unauthorized data redistribution.

**Element 6: Oversight of Data Management and Sharing:**  
Compliance with this Data Management and Sharing Plan will be monitored by the Principal Investigator (PI) in coordination with the project’s Data Manager and the Institutional Data Steward. Oversight will occur quarterly, with review of data collection, de-identification, documentation, and sharing activities. Annual progress reports will include updates on data management. The Institutional Review Board (IRB) will oversee human subjects protections and approve all data sharing procedures.",ok
Human genomic data,primary\gpt-DMPs\Human genomic data-gpt-4.1.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The project will generate multiple types of scientific data from approximately 1,000 human participants (500 cases and 500 controls), including:
   - Array-derived genotype data (Illumina platform), estimated output ~1-2 GB per sample, totaling ~1-2 TB.
   - 30x whole-genome sequencing (WGS) data (Illumina), estimated at ~100 GB per sample, totaling ~100 TB.
   - RNA sequencing (RNA-seq) data (~10-20 GB per sample; total ~10-20 TB).
   - Hi-C WGS data (~100 GB per sample; total ~100 TB).
   - Phenotypic and clinical data extracted from electronic health records (EHRs), including structured and unstructured data, estimated at ~2-5 GB.
   - Demographic data, including age, sex, ethnicity, and other relevant variables, extracted from EHRs, estimated at <1 GB.",ok
Human genomic data,primary\gpt-DMPs\Human genomic data-gpt-4.1.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All primary genomic, transcriptomic, and clinical datasets listed above will be preserved and shared, including: raw and processed genotype data, WGS data (raw FASTQ, aligned BAM/CRAM files, and variant calls), RNA-seq data (raw and processed count files), Hi-C data (raw and processed contact maps), and associated phenotypic/clinical/demographic data. The rationale is to maximize the utility and reproducibility of the research, facilitate secondary analyses, and comply with NIH and NHGRI data sharing policies. Data will be shared broadly, consistent with participants’ consent for broad data sharing.",ok
Human genomic data,primary\gpt-DMPs\Human genomic data-gpt-4.1.md,"3. **Metadata, other relevant data, and associated documentation:**","The following metadata and documentation will be made available:
   - Data dictionaries and codebooks for all clinical and demographic variables
   - Data processing pipelines and workflow descriptions
   - Sample and participant metadata (including technical and biological covariates)
   - Study protocols, consent forms (redacted as necessary), and IRB approval documents
   - Data collection instruments and QC metrics for each data type
   - README files and standardized metadata files following repository requirements (e.g., BioSample/BioProject metadata for NCBI)

**Element 2: Related Tools, Software and/or Code:**  
Standard, widely used bioinformatics tools will be required to access and analyze the data:
- Genotype data: PLINK, GenomeStudio (Illumina), bcftools
- WGS data: samtools, GATK, IGV
- RNA-seq data: STAR, kallisto, R/Bioconductor packages
- Hi-C data: Juicer, HiC-Pro, HiGlass
- Data available in standard formats (VCF, BAM/CRAM, FASTQ, HDF5, TXT/CSV)
All tools listed are open-source or freely available for academic use. Documentation and, where applicable, custom analysis scripts will be provided via GitHub or a similar public code repository.

**Element 3: Standards:**  
The following data standards will be applied:
- Genotype and sequence data: VCF (Variant Call Format), FASTQ, BAM/CRAM (aligned sequence), following GA4GH and Global Alliance for Genomics and Health recommendations.
- RNA-seq data: FASTQ, BAM, count matrices in tab-delimited or HDF5 formats
- Hi-C data: .hic or .cool formats, following community standards
- Clinical and demographic data: OMOP or CDISC standards where applicable; ICD-10 for diagnoses; LOINC for lab tests; HL7 FHIR for EHR data extraction
- Metadata: BioSample/BioProject (NCBI) and MIAME/MINSEQE guidelines for sequencing experiments
All data will be curated and formatted according to the requirements of the chosen repositories to ensure interoperability and reusability.

**Element 4: Data Preservation, Access, and Associated Timelines**",ok
Human genomic data,primary\gpt-DMPs\Human genomic data-gpt-4.1.md,1. **Repository where scientific data and metadata will be archived:**,"- Genotype, WGS, RNA-seq, and Hi-C data: dbGaP (Database of Genotypes and Phenotypes), and where appropriate, the NCBI Sequence Read Archive (SRA) and Gene Expression Omnibus (GEO).
   - Phenotypic, clinical, and demographic data: dbGaP, linked to corresponding genomic datasets.
   - Metadata and protocols: Associated with primary data in dbGaP, SRA, and/or GEO.",ok
Human genomic data,primary\gpt-DMPs\Human genomic data-gpt-4.1.md,2. **How scientific data will be findable and identifiable:**,"All datasets will be assigned unique, persistent accession numbers (e.g., dbGaP Study Accession, SRA/GEO accession numbers). Metadata will be indexed and searchable via NIH repository portals and standard search engines. DOIs will be minted where appropriate.",ok
Human genomic data,primary\gpt-DMPs\Human genomic data-gpt-4.1.md,3. **When and how long the scientific data will be made available:**,"Data will be submitted to repositories and made available no later than the time of first publication of results or at the end of the funding period, whichever comes first. Data will remain available in these repositories indefinitely, in accordance with NIH and repository policies.

**Element 5: Access, Distribution, or Reuse Considerations**",ok
Human genomic data,primary\gpt-DMPs\Human genomic data-gpt-4.1.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","Data sharing will comply with participants’ consent for broad data sharing. Because datasets include potentially identifiable human genetic information and clinical data, data use will be governed by NIH Genomic Data Sharing Policy and any specific limitations stipulated in participant consent or IRB protocol. There are no anticipated restrictions beyond those required by privacy protection and ethical guidelines.",ok
Human genomic data,primary\gpt-DMPs\Human genomic data-gpt-4.1.md,2. **Whether access to scientific data will be controlled:**,"Yes, access to individual-level genomic and clinical data will be controlled via dbGaP’s Data Access Committee (DAC) process. Summary-level data and aggregate results may be openly available, as permitted by consent.",ok
Human genomic data,primary\gpt-DMPs\Human genomic data-gpt-4.1.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","All data will be de-identified in accordance with HIPAA and NIH guidelines prior to sharing. A Certificate of Confidentiality will be obtained. Data will be stored and shared via NIH repositories with established security and access controls. All institutional and federal requirements for human subjects data protection will be followed, including IRB oversight and Data Use Agreements (DUAs) for secondary users.

**Element 6: Oversight of Data Management and Sharing:**  
Compliance with this Plan will be overseen by the Project Principal Investigator (PI) and a designated Data Manager/Data Steward within the research team. Regular reviews (at least quarterly) will ensure adherence to data sharing timelines, standards, and repository submission requirements. The Institutional Office of Research Compliance and the IRB will provide additional oversight to ensure all data management and sharing activities meet institutional, NIH, and regulatory guidelines.",ok
Technology development,primary\gpt-DMPs\Technology development-gpt-4.1.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The project will generate high-throughput sequencing data from 20 human cell lines, including:
   - Nanopore sequence data: Long-read sequencing data (~100 GB per cell line; total ~2 TB), enabling structural variant detection and genome assembly.
   - 30x Whole-Genome Sequencing (WGS) data: High-coverage short-read data (~120 GB per cell line; total ~2.4 TB), for comprehensive variant detection.
   - RNA sequencing (RNA-seq) data: Transcriptomic profiling (~10 GB per cell line; total ~200 GB) to capture gene expression dynamics.
   The total expected data output is approximately 4.6 TB.",ok
Technology development,primary\gpt-DMPs\Technology development-gpt-4.1.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All generated raw and processed sequencing data—including FASTQ (raw reads), BAM/CRAM (aligned reads), VCF (variant calls), and gene expression matrices—will be preserved and shared. Sharing these data supports reproducibility, enables secondary analyses by the scientific community, and aligns with NHGRI and NIH policies promoting broad data sharing for human genomic data.",ok
Technology development,primary\gpt-DMPs\Technology development-gpt-4.1.md,"3. **Metadata, other relevant data, and associated documentation:**","The following will be shared:
   - Sample and experiment metadata (e.g., cell line identifiers, sequencing platform, library preparation protocols, batch information)
   - Data processing and quality control protocols
   - File manifest and data dictionaries
   - Informed consent language and data use limitations
   - Bioinformatics pipeline descriptions and software versions
   - Study design and protocol documentation

**Element 2: Related Tools, Software and/or Code:**  
Most data formats (FASTQ, BAM/CRAM, VCF, count matrices) are standard and can be accessed using widely available, open-source tools (e.g., samtools, bcftools, IGV, R, Python packages). For Oxford Nanopore data, Guppy basecaller and MinKNOW are recommended for raw read processing; both are freely available for academic research from Oxford Nanopore Technologies. Custom scripts and pipelines used for analysis will be deposited in a public code repository (e.g., GitHub), and links to these resources will be provided alongside the data.

**Element 3: Standards:**  
Standard genomic data formats and metadata standards will be used:
- Data formats: FASTQ for raw reads, BAM/CRAM for aligned reads, VCF for variants, and tab-delimited or HDF5 files for RNA-seq gene expression matrices.
- Metadata standards: The project will follow the Minimum Information About a Sequencing Experiment (MINSEQE) standard and the BioSample/BioProject metadata schema.
- Controlled vocabularies: Cell line and experimental metadata will use standard ontologies (e.g., Cell Line Ontology, NCBI Taxonomy).
These standards ensure interoperability and facilitate data reuse.

**Element 4: Data Preservation, Access, and Associated Timelines**",ok
Technology development,primary\gpt-DMPs\Technology development-gpt-4.1.md,1. **Repository where scientific data and metadata will be archived:**,"Sequence and associated metadata will be deposited in NIH-approved repositories:
   - dbGaP (Database of Genotypes and Phenotypes): For controlled-access sharing of human genomic data.
   - Gene Expression Omnibus (GEO) or Sequence Read Archive (SRA): For RNA-seq and raw sequencing data, referencing dbGaP accession for controlled access.
   - BioSample/BioProject: For sample and project metadata.",ok
Technology development,primary\gpt-DMPs\Technology development-gpt-4.1.md,2. **How scientific data will be findable and identifiable:**,"All datasets will be assigned persistent unique identifiers (accession numbers from dbGaP, SRA, GEO, BioProject). Metadata and data will be indexed and searchable via NCBI’s standard search tools and cross-referenced in publications and project communications.",ok
Technology development,primary\gpt-DMPs\Technology development-gpt-4.1.md,3. **When and how long the scientific data will be made available:**,"Data will be made available as soon as possible, but no later than the time of publication of the first main findings or the end of the funding period, whichever comes first. Data will remain available through the designated repositories for a minimum of 10 years, or as specified by repository and NIH policy.

**Element 5: Access, Distribution, or Reuse Considerations**",ok
Technology development,primary\gpt-DMPs\Technology development-gpt-4.1.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","All participants have provided consent for broad data sharing, but as the data are derived from human subjects, sharing will comply with NIH Genomic Data Sharing Policy and applicable law. Potential limitations include requirements to protect participant privacy and honor data use limitations specified in consent documents.",ok
Technology development,primary\gpt-DMPs\Technology development-gpt-4.1.md,2. **Whether access to scientific data will be controlled:**,"Yes, access to the genomic data will be controlled. Data will be made available through dbGaP under controlled-access protocols, requiring prospective users to submit Data Access Requests and agree to Data Use Certifications. Processed, aggregate, and non-identifiable metadata may be shared openly as appropriate.",ok
Technology development,primary\gpt-DMPs\Technology development-gpt-4.1.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","All data will be de-identified prior to sharing, following HIPAA Safe Harbor guidelines and NIH best practices. Data use will be governed by dbGaP’s Data Access Committees. Informed consent documents will clearly describe data sharing and use. Additional protections include certificate of confidentiality and compliance with institutional IRB requirements.

**Element 6: Oversight of Data Management and Sharing:**  
Oversight of data management and sharing will be conducted by the Project Data Manager, in coordination with the Principal Investigator and the institution’s Data Stewardship Committee. Compliance will be reviewed quarterly, with documentation maintained for all data submissions and sharing activities. The Institutional Review Board (IRB) and Office of Research Compliance will perform annual audits to ensure adherence to the DMSP and applicable policies.",ok
Basic Research from a Non-Human Source Example,primary\gpt-DMPs\Basic Research from a Non-Human Source Example-gpt-4.1.md,1. **Types and amount of scientific data expected to be generated in the project:**,"This project will generate three primary datasets from up to 50 mouse models of nonalcoholic steatohepatitis (NASH)-driven hepatocellular carcinoma (HCC):  
   - Clinical and Phenotypic Data: Tabular data including animal sex, body weight, specific organ weights, age and developmental stage, tissue profiled, and disease outcomes. Estimated size: <1MB (CSV or TSV format).  
   - RNA Sequencing Datasets: Raw and processed RNA-seq data, including normalized transcript and gene-level expression counts, as well as quality control metrics (total reads, clipped reads, sequencing platform, etc.). Estimated size: 50-100GB (FASTQ/BAM for raw, TXT/CSV for processed data).  
   - Microscopy Images: Light and confocal microscopy images of formaldehyde-fixed paraffin-embedded tissue slices. Estimated size: 100-200GB (TIFF or similar format).  
   In total, the anticipated volume of data is approximately 150-300GB.",ok
Basic Research from a Non-Human Source Example,primary\gpt-DMPs\Basic Research from a Non-Human Source Example-gpt-4.1.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All three datasets—clinical/phenotypic data, RNA-seq data (raw and processed), and microscopy images—will be preserved and shared. Sharing these datasets will allow for validation and reproducibility of findings, facilitate secondary analyses by other researchers (e.g., meta-analyses, re-analysis, or integration with other NASH/HCC datasets), and accelerate scientific discovery in liver disease and cancer research.",ok
Basic Research from a Non-Human Source Example,primary\gpt-DMPs\Basic Research from a Non-Human Source Example-gpt-4.1.md,"3. **Metadata, other relevant data, and associated documentation:**","- Detailed data dictionaries describing each variable and its coding in the clinical/phenotypic dataset  
   - Experimental protocols (animal handling, tissue preparation, sequencing library preparation, imaging protocols)  
   - RNA-seq quality control and processing pipelines (including software versions and parameters)  
   - Microscopy acquisition settings and image annotation guidelines  
   - README files describing file structure and naming conventions  
   - Any relevant Institutional Animal Care and Use Committee (IACUC) approval documentation redacted as appropriate

**Element 2: Related Tools, Software and/or Code:**  
Raw and processed RNA-seq data will require standard bioinformatics tools for access and analysis, such as FastQC (for quality control), STAR or HISAT2 (for alignment), and DESeq2 or EdgeR (for differential expression analysis). These are open-source and widely available. Microscopy images can be viewed using open-source tools such as FIJI/ImageJ or QuPath. All tools will be referenced in the associated documentation. Custom scripts or pipelines developed for data processing will be shared via GitHub or as supplementary files in the data repository.

**Element 3: Standards:**  
- Clinical and Phenotypic Data: Variables will be coded using standard biomedical ontologies where available (e.g., Mouse Phenotype Ontology, NCBI Taxonomy for species, and Disease Ontology terms for outcome).  
- RNA-seq Data: Data and metadata will adhere to the Minimum Information About a Sequencing Experiment (MINSEQE) guidelines and will use standard formats such as FASTQ (raw), BAM/CRAM (aligned), and TSV/CSV (expression counts).  
- Microscopy Images: Image files will be stored in OME-TIFF or standard TIFF format with accompanying OME-XML metadata following the Open Microscopy Environment (OME) standards.  
- Metadata will be structured according to the ISA-Tab format to enable interoperability.

**Element 4: Data Preservation, Access, and Associated Timelines**",ok
Basic Research from a Non-Human Source Example,primary\gpt-DMPs\Basic Research from a Non-Human Source Example-gpt-4.1.md,1. **Repository where scientific data and metadata will be archived:**,"- RNA-seq data (raw and processed): NCBI Gene Expression Omnibus (GEO) and/or Sequence Read Archive (SRA)  
   - Clinical and phenotypic data: GEO supplementary files or the NIDDK Central Repository  
   - Microscopy images: The Image Data Resource (IDR) or NIDDK Central Repository (as appropriate)",ok
Basic Research from a Non-Human Source Example,primary\gpt-DMPs\Basic Research from a Non-Human Source Example-gpt-4.1.md,2. **How scientific data will be findable and identifiable:**,"Each dataset will be assigned a persistent unique identifier (e.g., GEO accession numbers, SRA study IDs, or DOIs in IDR). Metadata will be indexed and searchable via repository portals and through standard indexing services such as PubMed and BioSamples.",ok
Basic Research from a Non-Human Source Example,primary\gpt-DMPs\Basic Research from a Non-Human Source Example-gpt-4.1.md,3. **When and how long the scientific data will be made available:**,"All data will be made publicly available no later than the time of publication of the main findings or at the end of the project performance period, whichever comes first. Data will remain available in the repositories for a minimum of 10 years, consistent with NIH policy and repository retention standards.

**Element 5: Access, Distribution, or Reuse Considerations**",ok
Basic Research from a Non-Human Source Example,primary\gpt-DMPs\Basic Research from a Non-Human Source Example-gpt-4.1.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","All data are derived from non-human animal studies, and thus, there are no privacy or consent limitations. Data will be de-identified as per institutional policy. There are no anticipated restrictions on access, distribution, or reuse beyond appropriate citation and acknowledgment requirements.",ok
Basic Research from a Non-Human Source Example,primary\gpt-DMPs\Basic Research from a Non-Human Source Example-gpt-4.1.md,2. **Whether access to scientific data will be controlled:**,"No, data will be made openly available without access controls. Raw and processed datasets will be deposited in public repositories with unrestricted access.",ok
Basic Research from a Non-Human Source Example,primary\gpt-DMPs\Basic Research from a Non-Human Source Example-gpt-4.1.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","Not applicable. All data are derived from mouse models; no human data will be generated or shared.

**Element 6: Oversight of Data Management and Sharing:**  
Oversight of data management and sharing will be coordinated by the Principal Investigator (PI) and the designated Data Steward for the project. Compliance with the DMSP will be reviewed quarterly at project team meetings, and an annual compliance report will be submitted to the institutional research office. The Data Steward will ensure timely data deposition, adherence to metadata and documentation standards, and will serve as the primary contact for data sharing inquiries. The PI will have ultimate oversight responsibility.",ok
Secondary Data Analysis Example,primary\gpt-DMPs\Secondary Data Analysis Example.md,1. **Types and amount of scientific data expected to be generated in the project:**,"This project will perform secondary data analysis of kidney magnetic resonance imaging (MRI) data available from the database of Genotypes and Phenotypes (dbGaP). The main scientific data expected to be generated is a clinical dataset containing estimated parenchymal kidney volumes for each subject included in the analysis. The dataset will also include relevant de-identified demographic and clinical variables (e.g., age, sex, relevant comorbidities) necessary for analysis and interpretation. The total dataset is expected to contain approximately 500-1,000 records (subjects), with each record consisting of 10-20 variables. The estimated size of the final dataset is less than 10 MB.",ok
Secondary Data Analysis Example,primary\gpt-DMPs\Secondary Data Analysis Example.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","The primary scientific data to be preserved and shared is the derived clinical dataset of estimated kidney volumes along with associated de-identified demographic and clinical variables. The rationale for preserving and sharing these data is to enable reproducibility of the results, facilitate secondary analyses by other investigators, and advance research in kidney disease phenotyping. The original MRI images are not generated by this project and are already available in dbGaP; thus, only the derived data will be generated and shared.",ok
Secondary Data Analysis Example,primary\gpt-DMPs\Secondary Data Analysis Example.md,"3. **Metadata, other relevant data, and associated documentation:**","To facilitate data interpretation, the following documentation and metadata will be provided:  
   - Data dictionary with detailed variable descriptions  
   - Data processing and analysis protocol (including algorithms and parameters used for kidney volume estimation)  
   - Documentation of cohort selection criteria  
   - Codebook describing value ranges and coding schemes  
   - README file with data use instructions and contact information

**Element 2: Related Tools, Software and/or Code:**  
The derived dataset will be provided in standard formats (CSV and/or Excel), which can be accessed using common statistical and spreadsheet software (e.g., R, Python, Microsoft Excel, SAS). Any custom code used for kidney volume estimation and data processing (e.g., scripts in R or Python) will be shared via a public repository (such as GitHub) and referenced in the documentation. No specialized or proprietary software will be required for data access.

**Element 3: Standards:**  
The clinical dataset will adhere to the NIH-recommended data standards for human subject research. Variables will be mapped to common data elements (CDEs) where applicable, such as those from the NIDDK Central Repository and the Clinical Data Interchange Standards Consortium (CDISC). Data will be de-identified according to HIPAA standards. Metadata will be provided using standard formats (e.g., data dictionaries, README files) to ensure interoperability. If no consensus standard exists for a given variable, definitions and coding will be clearly documented.

**Element 4: Data Preservation, Access, and Associated Timelines**",ok
Secondary Data Analysis Example,primary\gpt-DMPs\Secondary Data Analysis Example.md,1. **Repository where scientific data and metadata will be archived:**,"The derived dataset, metadata, and associated documentation will be deposited in the National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK) Central Repository. If required for broader access, data may also be submitted to dbGaP as a derived dataset.",ok
Secondary Data Analysis Example,primary\gpt-DMPs\Secondary Data Analysis Example.md,2. **How scientific data will be findable and identifiable:**,"Upon deposition, the dataset will be assigned a persistent unique identifier (e.g., DOI or accession number) by the NIDDK Central Repository (or dbGaP). The dataset will be indexed and discoverable via the repository’s search tools and NIH’s RePORTER system.",ok
Secondary Data Analysis Example,primary\gpt-DMPs\Secondary Data Analysis Example.md,3. **When and how long the scientific data will be made available:**,"The dataset will be made available no later than the time of publication of the primary results or at the end of the grant performance period, whichever comes first. The data will remain available for at least 10 years after initial release, in accordance with NIH and NIDDK repository policies.

**Element 5: Access, Distribution, or Reuse Considerations**",ok
Secondary Data Analysis Example,primary\gpt-DMPs\Secondary Data Analysis Example.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**",All research participants have provided informed consent for broad data sharing. The dataset will be de-identified to protect privacy. Access and reuse are subject to compliance with applicable data use agreements and institutional review board (IRB) guidelines. There are no anticipated restrictions beyond those necessary to protect participant confidentiality and comply with regulatory requirements.,ok
Secondary Data Analysis Example,primary\gpt-DMPs\Secondary Data Analysis Example.md,2. **Whether access to scientific data will be controlled:**,"Yes, access to the derived dataset will be controlled. Interested investigators will be required to apply for data access through the NIDDK Central Repository (or dbGaP), and requests will be reviewed for consistency with data use limitations and participant consent.",ok
Secondary Data Analysis Example,primary\gpt-DMPs\Secondary Data Analysis Example.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","All shared data will be de-identified according to HIPAA Safe Harbor standards prior to deposition. No direct identifiers or protected health information will be included. Data use will be governed by repository data access agreements that require users to protect participant privacy and confidentiality. The project will comply with all institutional and NIH policies regarding human subject data protections, including the use of Certificates of Confidentiality as applicable.

**Element 6: Oversight of Data Management and Sharing:**  
Compliance with this Data Management and Sharing Plan will be overseen by the Principal Investigator (PI) in coordination with the project’s Data Steward and the Institutional Office of Research Compliance. Oversight will include quarterly reviews of data collection, de-identification, and sharing procedures. The PI will ensure timely data deposition and documentation, and the institution’s Data Management Committee will conduct periodic audits to ensure adherence to the plan and NIH policies.",ok
Survey and Interview Example,primary\gpt-DMPs\Survey and Interview Example-gpt-4.1.md,1. **Types and amount of scientific data expected to be generated in the project:**,"This project will generate the following scientific data:
   - Quantitative and qualitative survey data from approximately 3,000 U.S. adults, collected via a survey instrument comprising 40-50 items (including fixed-scale and open-ended text responses). The anticipated size of the raw and processed survey datasets is approximately 1-2 GB.
   - Recoded and derived variables from the survey data, including variables based on open-ended text item coding.
   - Digitally recorded, semi-structured interviews with patients (n=40), healthcare providers (n=40), and industry professionals (n=20), with raw audio files and their corresponding deidentified, verbatim transcripts (approximately 100 total interviews; estimated data volume ~10-15 GB for audio and transcripts).
   - Coded qualitative data from interview transcripts, including codebooks and coding summary files.",ok
