dmp_title,md_path,Element title,Generated_Llama_content,status
Human survey data,primary\llama-DMPs\Human survey data-llama3.3.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All collected data, including survey responses, time diaries, recoded datasets, scale composites, and linked school and contextual data, will be preserved and shared. The rationale is to provide a comprehensive, nationally representative dataset on children aged 8-17 and their primary caregivers, facilitating future research on child development, education outcomes, and health.",ok
Human survey data,primary\llama-DMPs\Human survey data-llama3.3.md,"3. **Metadata, other relevant data, and associated documentation:**","Associated metadata will include participant demographics, survey and diary collection protocols, data cleaning and recoding procedures, and documentation of how scale composites were constructed. Study protocols, consent forms, and data collection instruments will also be made accessible to facilitate interpretation and potential replication of the study findings.",ok
Human survey data,primary\llama-DMPs\Human survey data-llama3.3.md,"### Element 2: Related Tools, Software and/or Code:","Specialized tools and software needed for data analysis include statistical packages like R or SPSS for survey data analysis and GIS software for geocode-based contextual data analysis. Specific code used for recoding, constructing scale composites, and linking datasets will be documented and shared through repositories like GitHub to ensure transparency and reproducibility.",ok
Human survey data,primary\llama-DMPs\Human survey data-llama3.3.md,### Element 3: Standards:,"The project will apply common data standards for demographic, educational, and health data to enable interoperability with other national datasets. Specifically, data will be formatted according to the Data Documentation Initiative (DDI) standards for social science data, ensuring that metadata is comprehensive and facilitates understanding and reuse of the dataset. For geospatial data, standards from the Open Geospatial Consortium (OGC) will be used.",ok
Human survey data,primary\llama-DMPs\Human survey data-llama3.3.md,1. **Repository where scientific data and metadata will be archived:**,"The scientific data and associated metadata will be archived in a trusted repository such as the ICPSR (Inter-university Consortium for Political and Social Research) or the National Archive of Child Health and Human Development, ensuring long-term preservation and accessibility.",ok
Human survey data,primary\llama-DMPs\Human survey data-llama3.3.md,2. **How scientific data will be findable and identifiable:**,"Data will be made findable through DOIs (Digital Object Identifiers) assigned by the repository and indexed in major search engines and academic databases, facilitating easy discovery and access.",ok
Human survey data,primary\llama-DMPs\Human survey data-llama3.3.md,3. **When and how long the scientific data will be made available:**,"Scientific data will be made available no later than the time of publication of the main findings or within 12 months of the project's completion, whichever comes first. The data will remain accessible for at least 10 years after the initial release to allow for extensive use by the research community.",ok
Human survey data,primary\llama-DMPs\Human survey data-llama3.3.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","Given that all participants are consented for broad data sharing, limitations on access will primarily be related to protecting participant privacy and confidentiality, adhering to IRB-approved protocols, and complying with federal regulations regarding human subjects research.",ok
Human survey data,primary\llama-DMPs\Human survey data-llama3.3.md,2. **Whether access to scientific data will be controlled:**,Access to identifiable data will be controlled through a data use agreement that requires users to agree not to attempt to identify participants or breach confidentiality. De-identified data will be openly accessible without restriction.,ok
Human survey data,primary\llama-DMPs\Human survey data-llama3.3.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","To protect participant privacy, all shared datasets will be de-identified, removing direct identifiers and applying statistical methods to prevent re-identification. Certificates of Confidentiality will be obtained from the NIH to further safeguard sensitive information.",ok
Human survey data,primary\llama-DMPs\Human survey data-llama3.3.md,### Element 6: Oversight of Data Management and Sharing:,"Compliance with this Data Management and Sharing Plan will be monitored by the project's Principal Investigator (PI) in collaboration with the institution's data management office. Regular oversight meetings will occur every six months to review data collection progress, ensure adherence to sharing timelines, and address any issues related to data privacy or accessibility. The PI will also work closely with the IRB to ensure that all data sharing practices comply with ethical standards and federal regulations.",ok
Clinical Data from Human Research Participants,primary\llama-DMPs\Clinical Data from Human Research Participants-llama3.3.md,1. **Types and amount of scientific data expected to be generated in the project:**,"This study aims to collect renal dialysis data from multiple clinics, focusing on demographic information, laboratory results, clinical observations, and clinical disposition from 250 affected participants and 250 matched healthy controls. The estimated amount of data includes but is not limited to:  
     - Demographic data (age, sex, ethnicity, etc.) for 500 participants.  
     - Laboratory results (e.g., blood chemistry, hematology) which could generate up to 100 different metrics per participant visit, with an average of 10 visits per participant over the study period, totaling approximately 50,000 laboratory result data points.  
     - Clinical observations and clinical disposition data, which may include notes, diagnoses, treatments, and outcomes, potentially generating a substantial amount of textual and categorical data.",ok
Clinical Data from Human Research Participants,primary\llama-DMPs\Clinical Data from Human Research Participants-llama3.3.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All collected data (demographic, laboratory results, clinical observations, and clinical disposition) will be preserved and shared because it is crucial for understanding renal dialysis outcomes, improving patient care, and facilitating future research in this area. Sharing these data will enable other researchers to replicate findings, combine datasets for more powerful analyses, and explore new hypotheses that could lead to better health outcomes for patients undergoing renal dialysis.",ok
Clinical Data from Human Research Participants,primary\llama-DMPs\Clinical Data from Human Research Participants-llama3.3.md,"3. **Metadata, other relevant data, and associated documentation:**","To facilitate interpretation of the scientific data, the following metadata and documentation will be made accessible:  
     - Study protocols outlining the methodology for data collection and analysis.  
     - Data collection instruments (e.g., questionnaires, case report forms).  
     - Data dictionaries explaining variable names, formats, and descriptions.  
     - Documentation of any data transformations or quality control processes applied to the data.",ok
Clinical Data from Human Research Participants,primary\llama-DMPs\Clinical Data from Human Research Participants-llama3.3.md,"### Element 2: Related Tools, Software and/or Code:","Specialized tools and software needed to access or manipulate shared scientific data include statistical analysis packages (e.g., R, Python libraries like Pandas and NumPy) for data manipulation and analysis, and potentially data visualization tools (e.g., Tableau, Power BI) for exploratory data analysis. These tools are widely available and accessible through academic licenses or open-source repositories.",ok
Clinical Data from Human Research Participants,primary\llama-DMPs\Clinical Data from Human Research Participants-llama3.3.md,### Element 3: Standards:,"To enable interoperability of datasets and resources, common data standards will be applied to the scientific data and associated metadata. Specifically, the study will adhere to the Clinical Data Interchange Standards Consortium (CDISC) standards for clinical trials data, including the Study Data Tabulation Model (SDTM) for organizing and formatting data. These standards are widely recognized in the field of clinical research and facilitate the sharing and comparison of data across studies.",ok
Clinical Data from Human Research Participants,primary\llama-DMPs\Clinical Data from Human Research Participants-llama3.3.md,1. **Repository where scientific data and metadata will be archived:**,"The scientific data and metadata arising from this project will be archived in the National Institutes of Health (NIH)’s National Library of Medicine (NLM) repository, specifically through the Database of Genotypes and Phenotypes (dbGaP) for genomic data or other appropriate NIH-supported repositories for non-genomic data.",ok
Clinical Data from Human Research Participants,primary\llama-DMPs\Clinical Data from Human Research Participants-llama3.3.md,2. **How scientific data will be findable and identifiable:**,"The scientific data will be made findable and identifiable through the assignment of a persistent unique identifier (e.g., DOI - Digital Object Identifier) and indexing in standard databases relevant to the field of renal dialysis research, ensuring that the data can be easily located and accessed by other researchers.",ok
Clinical Data from Human Research Participants,primary\llama-DMPs\Clinical Data from Human Research Participants-llama3.3.md,3. **When and how long the scientific data will be made available:**,"The scientific data will be made available no later than the time of publication of the main findings or within 12 months of the primary collection period ending, whichever comes first. The data will remain accessible for a minimum of 10 years after the study’s completion to allow for extended research and analysis opportunities.",ok
Clinical Data from Human Research Participants,primary\llama-DMPs\Clinical Data from Human Research Participants-llama3.3.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","While maximizing data sharing is a priority, considerations related to participant privacy and confidentiality will be taken into account. Data will be de-identified to protect participants’ identities, in compliance with the Health Insurance Portability and Accountability Act (HIPAA) regulations. Any limitations on data sharing due to these protections will be clearly documented and justified.",ok
Clinical Data from Human Research Participants,primary\llama-DMPs\Clinical Data from Human Research Participants-llama3.3.md,2. **Whether access to scientific data will be controlled:**,"Access to the scientific data will not be controlled beyond what is required for protecting human subjects’ confidentiality and adhering to NIH policies on data sharing. Data will be made available through a publicly accessible repository, with no requirement for approval or permission beyond standard repository usage agreements.",ok
Clinical Data from Human Research Participants,primary\llama-DMPs\Clinical Data from Human Research Participants-llama3.3.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","To protect the privacy, rights, and confidentiality of human research participants, all shared data will be de-identified using standardized methods (e.g., removal of direct identifiers, use of coded identifiers). Additionally, a Certificate of Confidentiality will be obtained from the NIH to further safeguard against disclosure of sensitive information. Participants will provide broad consent for data sharing as part of their informed consent process.",ok
Clinical Data from Human Research Participants,primary\llama-DMPs\Clinical Data from Human Research Participants-llama3.3.md,### Element 6: Oversight of Data Management and Sharing:,"Compliance with this Data Management and Sharing Plan will be monitored and managed by the study’s Principal Investigator (PI) in collaboration with the institution’s Research Integrity Office and Information Technology department. Regular reviews (at least annually) will be conducted to ensure adherence to the plan, including verification that data are properly archived, shared according to the timelines outlined, and that any issues related to data privacy or access are promptly addressed. The PI will be responsible for reporting any deviations from the plan to the NIH as required.",ok
Human genomic data,primary\llama-DMPs\Human genomic data-llama3.3.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The proposed research project is anticipated to generate a substantial amount of genomic, transcriptomic, and clinical data. The dataset will include array-derived genotype data from approximately 1,000 human participants (500 cases and 500 controls), 30x whole-genome sequencing (WGS) data for the same cohort, RNA sequencing (RNA-seq) data to analyze gene expression profiles, Hi-C WGS data for 3D genomic structure information, phenotypic and clinical data from institutional electronic health records (EHRs), and demographic data including age, sex, ethnicity, among others. The estimated volume of data will be significant, with each type of sequencing data contributing hundreds of gigabytes per participant.",ok
Human genomic data,primary\llama-DMPs\Human genomic data-llama3.3.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All types of scientific data generated in this project (genomic, transcriptomic, clinical, and demographic) will be preserved and shared. The rationale behind sharing these data is to contribute meaningfully to the scientific community by providing comprehensive insights into genomic structure, gene expression, and their correlations with clinical outcomes. This data sharing will facilitate further research, validation of findings, and potential discovery of novel therapeutic targets or biomarkers.",ok
Human genomic data,primary\llama-DMPs\Human genomic data-llama3.3.md,"3. **Metadata, other relevant data, and associated documentation:**","To facilitate the interpretation and reuse of shared scientific data, metadata such as sample identifiers, sequencing library preparation methods, and data processing pipelines will be made accessible. Other relevant data include participant consent forms, study protocols, and detailed descriptions of clinical and demographic variables extracted from EHRs. Associated documentation, like data collection instruments and analytical software versions, will also be provided.",ok
Human genomic data,primary\llama-DMPs\Human genomic data-llama3.3.md,"### Element 2: Related Tools, Software and/or Code:","Specialized tools and software are required to access and manipulate the shared scientific data. Key tools include but are not limited to Illumina sequencing analysis software for primary data processing, Bioconductor packages in R for RNA-seq analysis, and HiC-Pro for Hi-C data processing. Access to these tools can be obtained through their respective official websites or repositories (e.g., CRAN for R packages).",ok
Human genomic data,primary\llama-DMPs\Human genomic data-llama3.3.md,### Element 3: Standards:,"To ensure interoperability of datasets and resources, common data standards will be applied. For genomic and transcriptomic data, the FASTQ and BAM formats will be used. Clinical and demographic data will adhere to standardized vocabulary and coding systems such as SNOMED-CT and ICD-10 for clinical terms and ethnicity/race categorizations based on NIH guidelines. Metadata will follow the MINSEQE guidelines for sequencing experiments. If applicable, adherence to emerging standards in 3D genomic structure analysis (e.g., Hi-C data) will be considered.",ok
Human genomic data,primary\llama-DMPs\Human genomic data-llama3.3.md,1. **Repository where scientific data and metadata will be archived:**,"The scientific data and associated metadata from this project will be archived in the Database of Genotypes and Phenotypes (dbGaP), a repository that allows for controlled access to genomic data from human participants, ensuring compliance with NIH policies on sharing human data.",ok
Human genomic data,primary\llama-DMPs\Human genomic data-llama3.3.md,2. **How scientific data will be findable and identifiable:**,Data will be made findable through the use of persistent unique identifiers such as dbGaP study accession numbers and DOI (Digital Object Identifier) links for associated publications. Standard indexing tools like PubMed and Google Dataset Search will also facilitate discoverability.,ok
Human genomic data,primary\llama-DMPs\Human genomic data-llama3.3.md,3. **When and how long the scientific data will be made available:**,"The scientific data will be made available no later than the time of publication of the main findings or at the end of the performance period, whichever comes first. Data will remain accessible for a minimum of 10 years after the project's completion to allow for extensive use by the research community.",ok
Human genomic data,primary\llama-DMPs\Human genomic data-llama3.3.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","While maximizing data sharing is a priority, factors such as informed consent limitations and protecting participant privacy and confidentiality will be considered. Given that all participants are consented for broad data sharing, the primary limitation will be ensuring de-identification of clinical and demographic data to prevent re-identification risks.",ok
Human genomic data,primary\llama-DMPs\Human genomic data-llama3.3.md,2. **Whether access to scientific data will be controlled:**,"Access to certain datasets, particularly those containing potentially identifiable human information, will be controlled through dbGaP's authorization process, requiring users to register and agree to terms of use that protect participant confidentiality.",ok
Human genomic data,primary\llama-DMPs\Human genomic data-llama3.3.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","To protect the privacy, rights, and confidentiality of human research participants, all shared data will undergo rigorous de-identification processes, removing direct identifiers and applying methods to minimize re-identification risks (e.g., aggregating certain variables). Furthermore, a Certificate of Confidentiality will be obtained from NIH to provide additional legal protections against compelled disclosure of identifiable information.",ok
Human genomic data,primary\llama-DMPs\Human genomic data-llama3.3.md,### Element 6: Oversight of Data Management and Sharing:,"Compliance with this Data Management and Sharing Plan will be monitored and managed by the institution's data management oversight committee, which includes representatives from the research team, the Office of Research Compliance, and the Library's Data Services. Regular reviews (at least bi-annually) will ensure adherence to the plan, address any emerging issues or changes in policies, and confirm that all shared data are properly documented and accessible according to the stated timelines.",ok
Technology development,primary\llama-DMPs\Technology development-llama3.3.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The proposed project is anticipated to generate several types of high-throughput sequencing data from 20 human cell lines obtained from BIOBANK X, utilizing technologies developed by Small Business X Technology. The primary datasets include:
   - Nanopore sequence data: Long-read sequencing data will be produced for all 20 human cell lines using Oxford Nanopore technology. This is expected to yield approximately 100 GB of data per cell line, enabling comprehensive structural variant detection and improved genome assembly.
   - 30x whole-genome sequencing (WGS) data: High-coverage short-read sequencing will be performed on the same 20 cell lines to generate detailed genomic variant data, anticipating about 500 GB of data per cell line.
   - RNA sequencing (RNA-seq) data: Transcriptomic profiling will be conducted on all cell lines, aiming for approximately 50 GB of data per cell line, to capture gene expression dynamics and support integrative omics analyses.",ok
Technology development,primary\llama-DMPs\Technology development-llama3.3.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All generated sequencing data (Nanopore, WGS, and RNA-seq) along with associated metadata will be preserved and shared. The rationale behind this decision is to facilitate open access to comprehensive genomic and transcriptomic information, promoting collaborative research, validation of findings, and advancement in the field of genomics and human health.",ok
Technology development,primary\llama-DMPs\Technology development-llama3.3.md,"3. **Metadata, other relevant data, and associated documentation:**","To facilitate interpretation and reuse of the scientific data, the following will be made accessible:
   - Sample metadata: Information on cell line origin, processing protocols, and sequencing parameters.
   - Study protocols: Detailed descriptions of experimental design, methods used for data generation, and quality control measures.
   - Data collection instruments: Any software or tools utilized in data acquisition and analysis.",ok
Technology development,primary\llama-DMPs\Technology development-llama3.3.md,"### Element 2: Related Tools, Software and/or Code:","Specialized tools and software are necessary for accessing and manipulating the shared scientific data. Specifically, users will need access to bioinformatic analysis pipelines capable of handling high-throughput sequencing data, such as those utilizing Python, R, or specialized genomic analysis software like SAMtools, BWA, and GATK. These tools can be accessed through various open-source repositories and bioinformatics platforms.",ok
Technology development,primary\llama-DMPs\Technology development-llama3.3.md,### Element 3: Standards:,"To ensure interoperability and facilitate the integration of datasets, the project will adhere to established data standards for genomic and transcriptomic data, including but not limited to:
- FASTQ and SAM/BAM formats for sequencing data.
- VCF format for variant calling data.
- BED and GTF formats for genomic feature data.
These standards are widely adopted in the genomics community, enabling efficient data exchange and analysis across different platforms.",ok
Technology development,primary\llama-DMPs\Technology development-llama3.3.md,1. **Repository where scientific data and metadata will be archived:**,"The scientific data and associated metadata arising from this project will be archived in the National Center for Biotechnology Information (NCBI) database, specifically through repositories like the Sequence Read Archive (SRA) for raw sequencing data and the Gene Expression Omnibus (GEO) for processed RNA-seq data.",ok
Technology development,primary\llama-DMPs\Technology development-llama3.3.md,2. **How scientific data will be findable and identifiable:**,"Each dataset will be assigned a unique identifier (e.g., SRA accession numbers, GEO series IDs), facilitating easy location and access through standard indexing tools and search interfaces provided by the repositories.",ok
Technology development,primary\llama-DMPs\Technology development-llama3.3.md,3. **When and how long the scientific data will be made available:**,"The scientific data will be made available to other users no later than the time of publication of the main findings or at the end of the performance period, whichever comes first. The data are expected to remain accessible indefinitely, as per the policies of the chosen repositories, to support long-term research and validation.",ok
Technology development,primary\llama-DMPs\Technology development-llama3.3.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","Given that all research participants will provide consent for broad data sharing, there are no anticipated limitations on access, distribution, or reuse related to informed consent. However, privacy and confidentiality protections will be ensured through de-identification of human subjects’ data and adherence to relevant regulations like the Health Insurance Portability and Accountability Act (HIPAA).",ok
Technology development,primary\llama-DMPs\Technology development-llama3.3.md,2. **Whether access to scientific data will be controlled:**,"Access to the scientific data will not be controlled beyond the standard access controls implemented by the repositories where the data are archived, ensuring open access to the research community.",ok
Technology development,primary\llama-DMPs\Technology development-llama3.3.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","To protect the privacy, rights, and confidentiality of human research participants, all shared data will be de-identified. Additionally, the project will comply with all relevant federal regulations and guidelines concerning human subjects research, including obtaining a Certificate of Confidentiality if necessary, to safeguard sensitive information.",ok
Technology development,primary\llama-DMPs\Technology development-llama3.3.md,### Element 6: Oversight of Data Management and Sharing:,"Compliance with this Data Management and Sharing Plan will be monitored and managed by the Principal Investigator (PI) in collaboration with the institution’s Research Data Management Office. Regular oversight will occur through quarterly project meetings where data generation, sharing progress, and any challenges encountered will be discussed. The PI and designated data managers will ensure that all data sharing activities adhere to the outlined plan, relevant policies, and ethical standards.",ok
Basic Research from a Non-Human Source Example,primary\llama-DMPs\Basic Research from a Non-Human Source Example-llama3.3.md,1. **Types and amount of scientific data expected to be generated in the project:**,"This project aims to generate three primary datasets from mouse models of nonalcoholic steatohepatitis (NASH)-driven hepatocellular carcinoma (HCC). The datasets will include:
     - Clinical and phenotypic data: This will encompass a wide range of characteristics such as animal sex, body weight, specific organ weights, age, developmental stage, tissue profiled, and disease outcome for up to 50 mice.
     - RNA sequencing datasets: These will contain normalized transcript and gene-level expression counts along with quality control metrics like total reads, clipped reads, sequencing platform, and other relevant metrics that may emerge during the project.
     - Microscopic imaging data: This will comprise light and confocal microscopy images of formaldehyde-fixed paraffin-embedded tissue slices.",ok
Basic Research from a Non-Human Source Example,primary\llama-DMPs\Basic Research from a Non-Human Source Example-llama3.3.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All three datasets (clinical/phenotypic, RNA sequencing, and microscopic imaging) will be preserved and shared. The rationale behind sharing these comprehensive datasets is to facilitate a deeper understanding of NASH-driven HCC, promote collaboration among researchers, and accelerate the discovery of therapeutic targets. Sharing these data aligns with the principles of transparency, reproducibility, and advancing biomedical research.",ok
Basic Research from a Non-Human Source Example,primary\llama-DMPs\Basic Research from a Non-Human Source Example-llama3.3.md,"3. **Metadata, other relevant data, and associated documentation:**","To ensure the datasets are interpretable and usable by others, the following metadata and documentation will be made accessible:
     - Study protocols
     - Data collection instruments
     - Detailed methodologies for RNA sequencing and microscopic imaging
     - Animal housing and care conditions
     - Experimental design documents
     - Data processing and analysis pipelines",ok
Basic Research from a Non-Human Source Example,primary\llama-DMPs\Basic Research from a Non-Human Source Example-llama3.3.md,"### Element 2: Related Tools, Software and/or Code:","Specialized tools and software will be required to access or manipulate the shared scientific data. Specifically, for RNA sequencing data, tools like DESeq2, edgeR, or similar packages in R or Python will be necessary for differential gene expression analysis. For microscopic imaging data, software such as ImageJ or proprietary confocal microscopy analysis tools may be needed. These tools are widely available in the research community and can be accessed through various channels, including open-source repositories and commercial vendors.",ok
Basic Research from a Non-Human Source Example,primary\llama-DMPs\Basic Research from a Non-Human Source Example-llama3.3.md,### Element 3: Standards:,"To ensure interoperability of datasets and resources, common data standards will be applied. For RNA sequencing data, compliance with the FAIR (Findable, Accessible, Interoperable, Reusable) principles will be achieved by using standardized formats like BAM for aligned reads and CSV or TSV for gene expression counts. Microscopic images will be stored in standard formats such as TIFF or JPEG2000. Clinical and phenotypic data will adhere to metadata standards recommended by the National Center for Biotechnology Information (NCBI) or similar authoritative bodies. If applicable, the lack of consensus standards in certain areas will be addressed through the use of community-accepted best practices.",ok
Basic Research from a Non-Human Source Example,primary\llama-DMPs\Basic Research from a Non-Human Source Example-llama3.3.md,1. **Repository where scientific data and metadata will be archived:**,"The datasets generated from this project will be archived in the [NCBI's Gene Expression Omnibus (GEO)](https://www.ncbi.nlm.nih.gov/geo/) for RNA sequencing data and in a suitable repository like [Zenodo](https://zenodo.org/) or [Dryad](https://datadryad.org/stash) for clinical/phenotypic data and microscopic imaging, ensuring long-term preservation and accessibility.",ok
Basic Research from a Non-Human Source Example,primary\llama-DMPs\Basic Research from a Non-Human Source Example-llama3.3.md,2. **How scientific data will be findable and identifiable:**,"Each dataset will be assigned a unique and persistent identifier (e.g., DOI for Zenodo or Dryad, and GEO accession numbers for RNA sequencing data). This will enable easy location and citation of the datasets.",ok
Basic Research from a Non-Human Source Example,primary\llama-DMPs\Basic Research from a Non-Human Source Example-llama3.3.md,3. **When and how long the scientific data will be made available:**,"The scientific data will be made available no later than the time of publication of the main findings from the project or at the end of the performance period, whichever comes first. The data are expected to remain accessible for a minimum of 10 years after the project's completion to allow for long-term research utility and compliance with NIH policies.",ok
Basic Research from a Non-Human Source Example,primary\llama-DMPs\Basic Research from a Non-Human Source Example-llama3.3.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","Since this project involves mouse models, issues related to human subject confidentiality do not apply. However, any sharing of data will be done in accordance with the terms agreed upon with any collaborators and will respect the intellectual property rights of all parties involved.",ok
Basic Research from a Non-Human Source Example,primary\llama-DMPs\Basic Research from a Non-Human Source Example-llama3.3.md,2. **Whether access to scientific data will be controlled:**,"Access to the scientific data will be open, without the need for approval, once they are deposited into the designated public repositories.",ok
Basic Research from a Non-Human Source Example,primary\llama-DMPs\Basic Research from a Non-Human Source Example-llama3.3.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","As this project does not involve human subjects, protections for human research participant privacy, rights, and confidentiality are not applicable.",ok
Basic Research from a Non-Human Source Example,primary\llama-DMPs\Basic Research from a Non-Human Source Example-llama3.3.md,### Element 6: Oversight of Data Management and Sharing:,"Compliance with the Data Management and Sharing Plan will be overseen by the Principal Investigator (PI) in collaboration with the institution's research data management office. Regular checks (at least semi-annually) will ensure that all project data are being properly managed, shared according to the plan, and that any issues or updates are addressed promptly. The PI will also work closely with the research team to maintain data quality, security, and accessibility throughout the project's duration and beyond.",ok
Secondary Data Analysis Example,primary\llama-DMPs\Secondary Data Analysis Example-llama3.3.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The project will generate a clinical dataset containing estimated kidney volumes for subjects with available imaging data within the database of Genotypes and Phenotypes (dbGaP). The dataset is expected to include approximately [number, e.g., 1,000] records, each comprising demographic information, clinical variables, and calculated kidney volume measurements. The total size of the dataset is anticipated to be around [size, e.g., 100 MB].",ok
Secondary Data Analysis Example,primary\llama-DMPs\Secondary Data Analysis Example-llama3.3.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All generated clinical datasets containing estimated kidney volumes will be preserved and shared. The rationale for sharing this data is to facilitate further research into kidney health and disease, potentially leading to better understanding and management of kidney conditions. Sharing these data aligns with the principles of transparency, reproducibility, and collaboration in scientific research.",ok
Secondary Data Analysis Example,primary\llama-DMPs\Secondary Data Analysis Example-llama3.3.md,"3. **Metadata, other relevant data, and associated documentation:**","Associated metadata will include variable descriptions, data collection protocols, and imaging analysis methodologies. Other relevant data may comprise quality control measures and validation studies for the kidney volume estimation algorithm. Documentation will also include study protocols, data dictionaries, and any software or coding scripts used in data processing and analysis.",ok
Secondary Data Analysis Example,primary\llama-DMPs\Secondary Data Analysis Example-llama3.3.md,"### Element 2: Related Tools, Software and/or Code:","Specialized tools and software needed to access or manipulate shared scientific data include magnetic resonance imaging (MRI) analysis software packages such as [package name, e.g., ITK-SNAP] for image segmentation and volume calculation. These tools can be accessed through their respective websites or academic licensing agreements.",ok
Secondary Data Analysis Example,primary\llama-DMPs\Secondary Data Analysis Example-llama3.3.md,### Element 3: Standards:,"The project will apply common data standards to ensure interoperability of datasets and resources. Specifically, the clinical dataset will adhere to the [standard name, e.g., HL7 FHIR] standard for electronic health records and the [standard name, e.g., DICOM] standard for medical imaging data. These standards will facilitate data sharing and integration across different research platforms and studies.",ok
Secondary Data Analysis Example,primary\llama-DMPs\Secondary Data Analysis Example-llama3.3.md,1. **Repository where scientific data and metadata will be archived:**,"The clinical dataset and associated metadata will be archived in the National Institutes of Health (NIH)’s database of Genotypes and Phenotypes (dbGaP), ensuring compliance with NIH policies on data sharing.",ok
Secondary Data Analysis Example,primary\llama-DMPs\Secondary Data Analysis Example-llama3.3.md,2. **How scientific data will be findable and identifiable:**,"Data will be made findable through a persistent unique identifier, such as a DOI (Digital Object Identifier), and indexed in the dbGaP catalog using standardized keywords and descriptors related to kidney volume analysis and MRI imaging.",ok
Secondary Data Analysis Example,primary\llama-DMPs\Secondary Data Analysis Example-llama3.3.md,3. **When and how long the scientific data will be made available:**,"The dataset will be made available no later than the time of publication of the primary results or at the end of the performance period, whichever comes first. The data will remain accessible for a minimum of 10 years following the completion of the project to allow for extended research and validation studies.",ok
Secondary Data Analysis Example,primary\llama-DMPs\Secondary Data Analysis Example-llama3.3.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","Given that all participants are consented for broad data sharing, there are no anticipated limitations on access, distribution, or reuse beyond standard protections for privacy and confidentiality. However, any use of the data must comply with the terms of use specified by dbGaP and respect the rights and privacy of the research participants.",ok
Secondary Data Analysis Example,primary\llama-DMPs\Secondary Data Analysis Example-llama3.3.md,2. **Whether access to scientific data will be controlled:**,"Access to the dataset will be controlled through the dbGaP authorized access mechanism, requiring users to register and agree to the terms of use before downloading the data.",ok
Secondary Data Analysis Example,primary\llama-DMPs\Secondary Data Analysis Example-llama3.3.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","To protect participant privacy, rights, and confidentiality, all shared data will be de-identified in accordance with the Health Insurance Portability and Accountability Act (HIPAA) guidelines. Furthermore, the project will obtain a Certificate of Confidentiality from the NIH to provide additional legal protection against compelled disclosure of identifiable research information.",ok
Secondary Data Analysis Example,primary\llama-DMPs\Secondary Data Analysis Example-llama3.3.md,### Element 6: Oversight of Data Management and Sharing:,"Compliance with this Data Management and Sharing Plan will be monitored and managed by the Principal Investigator (PI), in collaboration with the institution’s research data management office. Regular oversight meetings will be conducted every six months to review data sharing progress, address any issues related to data access or use, and ensure that all shared data are properly documented and de-identified. The PI will also be responsible for reporting any updates or changes to the data sharing plan to the NIH as required.",ok
Survey and Interview Example,primary\llama-DMPs\Survey and Interview Example-llama3.3.md,1. **Types and amount of scientific data expected to be generated in the project:**,"This study aims to collect quantitative and qualitative survey data from 3,000 U.S. adults, including 40-50 fixed-scale and open-ended text items. Additionally, it will conduct digitally recorded semi-structured interviews with patients (n=40), healthcare providers (n=40), and industry professionals (n=20). The estimated amount of scientific data generated includes raw and recoded survey data, deidentified interview transcripts, codebooks, and coding summary files.",ok
Survey and Interview Example,primary\llama-DMPs\Survey and Interview Example-llama3.3.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All collected data, including survey responses and interview transcripts, will be preserved and shared to facilitate future research, maximize the utility of the data, and enhance reproducibility. The rationale is to contribute meaningfully to the scientific community by making comprehensive datasets available for secondary analyses, thus promoting further investigations into the topics studied.",ok
Survey and Interview Example,primary\llama-DMPs\Survey and Interview Example-llama3.3.md,"3. **Metadata, other relevant data, and associated documentation:**","Metadata will include participant demographics, survey and interview protocols, data collection instruments (e.g., questionnaires), codebooks for qualitative data analysis, and detailed descriptions of recoding processes for quantitative data. Associated documentation will comprise study protocols, informed consent forms, and data management plans to ensure transparency and facilitate the interpretation of shared scientific data.",ok
